filename,gd_year,title,doi,pages,authors
GD08_230-241.pdf,GD08,An Experimental Study on Distance-Based Graph Drawing,10.1007/978-3-642-00219-9_21,230-241,Ulrik Brandes; Christian Pich
GD08_242-253.pdf,GD08,Topology Preserving Constrained Graph Layout,10.1007/978-3-642-00219-9_22,242-253,Tim Dwyer; Kim Marriott; Michael Wybrow
GD08_254-265.pdf,GD08,Embeddability Problems for Upward Planar Digraphs,10.1007/978-3-642-00219-9_23,254-265,Francesco Giordano; Giuseppe Liotta; Sue H. Whitesides
GD08_266-277.pdf,GD08,A Fully Dynamic Algorithm to Test the Upward Planarity of Single-Source Embedded Digraphs,10.1007/978-3-642-00219-9_24,266-277,Aimal Rextin; Patrick Healy
GD08_278-289.pdf,GD08,On the Hardness of Orthogonal-Order Preserving Graph Drawing,10.1007/978-3-642-00219-9_25,278-289,Ulrik Brandes; Barbara Pampel
GD08_290-295.pdf,GD08,Generalizing the Shift Method for Rectangular Shaped Vertices with Visibility Constraints,10.1007/978-3-642-00219-9_26,290-295,Seok-Hee Hong; Martin Mader
GD08_296-307.pdf,GD08,Placing Text Boxes on Graphs,10.1007/978-3-642-00219-9_27,296-307,Sjoerd van Hagen; Marc van Kreveld
GD08_308-313.pdf,GD08,Removing Node Overlaps Using Multi-sphere Scheme,10.1007/978-3-642-00219-9_28,308-313,Takashi Imamichi; Yohei Arahori; Jaeseong Gim; Seok-Hee Hong; Hiroshi Nagamochi
GD08_314-324.pdf,GD08,Minimal Obstructions for 1-Immersions and Hardness of 1-Planarity Testing,10.1007/978-3-642-00219-9_29,314-324,Vladimir P. Korzhik; Bojan Mohar
GD08_325-330.pdf,GD08,Connected Rectilinear Graphs on Point Sets,10.1007/978-3-642-00219-9_30,325-330,Maarten Löffler; Elena Mumford
GD08_331-335.pdf,GD08,3-Regular Non 3-Edge-Colorable Graphs with Polyhedral Embeddings in Orientable Surfaces,10.1007/978-3-642-00219-9_31,331-335,Martin Kochol
GD08_336-347.pdf,GD08,Drawing (Complete) Binary Tanglegrams,10.1007/978-3-642-00219-9_32,336-347,Kevin Buchin; Maike Buchin; Jaroslaw Byrka; Martin Nöllenburg; Yoshio Okamoto; Rodrigo I. Silveira; Alexander Wolff
GD08_348-359.pdf,GD08,Two Polynomial Time Algorithms for the Metro-line Crossing Minimization Problem,10.1007/978-3-642-00219-9_33,348-359,Evmorfia Argyriou; Michael A. Bekos; Michael Kaufmann; Antonios Symvonis
GD08_360-371.pdf,GD08,Cyclic Leveling of Directed Graphs,10.1007/978-3-642-00219-9_34,360-371,Christian Bachmaier; Franz J. Brandenburg; Wolfgang Brunner; Gergö Lovász
GD08_372-383.pdf,GD08,Constrained Point-Set Embeddability of Planar Graphs,10.1007/978-3-642-00219-9_35,372-383,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Henk Meijer; Stephen Wismath
GD08_384-395.pdf,GD08,Tree Drawings on the Hexagonal Grid,10.1007/978-3-642-00219-9_36,384-395,Christian Bachmaier; Franz J. Brandenburg; Wolfgang Brunner; Andreas Hofmeier; Marco Matzeder; Thomas Unfried
GD08_396-401.pdf,GD08,Isometric Diamond Subgraphs,10.1007/978-3-642-00219-9_37,396-401,David Eppstein
GD08_402-407.pdf,GD08,Non-convex Representations of Graphs,10.1007/978-3-642-00219-9_38,402-407,Giuseppe Di Battista; Fabrizio Frati; Maurizio Patrignani
GD08_408-419.pdf,GD08,Subdivision Drawings of Hypergraphs,10.1007/978-3-642-00219-9_39,408-419,Michael Kaufmann; Marc van Kreveld; Bettina Speckmann
GD08_420-431.pdf,GD08,Minimum Segment Drawings of Series-Parallel Graphs with the Maximum Degree Three,10.1007/978-3-642-00219-9_40,420-431,Md. Abul Hassan Samee; Md. Jawaherul Alam; Muhammad Abdullah Adnan; Md. Saidur Rahman
GD08_432-443.pdf,GD08,Dunnart: A Constraint-Based Network Diagram Authoring Tool,10.1007/978-3-642-00219-9_41,432-443,Tim Dwyer; Kim Marriott; Michael Wybrow
GD09_14-25.pdf,GD09,Drawing Hamiltonian Cycles with No Large Angles,10.1007/978-3-642-11805-0_3,14-25,Adrian Dumitrescu; János Pach; Géza Tóth
GD09_26-31.pdf,GD09,"Area, Curve Complexity, and Crossing Resolution of Non-planar Graph Drawings",10.1007/978-3-642-11805-0_4,26-31,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Henk Meijer
GD09_32-43.pdf,GD09,On the Perspectives Opened by Right Angle Crossing Drawings,10.1007/978-3-642-11805-0_5,32-43,Patrizio Angelini; Luca Cittadini; Giuseppe Di Battista; Walter Didimo; Fabrizio Frati; Michael Kaufmann; Antonios Symvonis
GD09_44-55.pdf,GD09,Drawing 3-Polytopes with Good Vertex Resolution,10.1007/978-3-642-11805-0_6,44-55,André Schulz
GD09_56-67.pdf,GD09,Planar Drawings of Higher-Genus Graphs,10.1007/978-3-642-11805-0_7,56-67,Christian A. Duncan; Michael T. Goodrich; Stephen G. Kobourov
GD09_68-79.pdf,GD09,Splitting Clusters to Get C-Planarity,10.1007/978-3-642-11805-0_8,68-79,Patrizio Angelini; Fabrizio Frati; Maurizio Patrignani
GD09_80-91.pdf,GD09,On the Characterization of Level Planar Trees by Minimal Patterns,10.1007/978-3-642-11805-0_9,80-91,Alejandro Estrella-Balderrama; J. Joseph Fowler; Stephen G. Kobourov
GD09_92-104.pdf,GD09,Characterization of Unlabeled Radial Level Planar Graphs,10.1007/978-3-642-11805-0_10,92-104,J. Joseph Fowler
GD09_105-117.pdf,GD09,Upward Planarization Layout,10.1007/978-3-642-11805-0_11,105-117,Markus Chimani; Carsten Gutwenger; Petra Mutzel; Hoi-Ming Wong
GD09_118-129.pdf,GD09,More Flexible Radial Layout,10.1007/978-3-642-11805-0_12,118-129,Ulrik Brandes; Christian Pich
GD09_130-145.pdf,GD09,WiGis: A Framework for Scalable Web-Based Interactive Graph Visualizations,10.1007/978-3-642-11805-0_13,130-145,Brynjar Gretarsson; Svetlin Bostandjiev; John O’Donovan; Tobias Höllerer
GD09_146-157.pdf,GD09,Port Constraints in Hierarchical Layout of Data Flow Diagrams,10.1007/978-3-642-11805-0_14,146-157,Miro Spönemann; Hauke Fuhrmann; Reinhard von Hanxleden; Petra Mutzel
GD09_158-169.pdf,GD09,Fast Edge-Routing for Large Graphs,10.1007/978-3-642-11805-0_15,158-169,Tim Dwyer; Lev Nachmanson
GD09_170-181.pdf,GD09,Leftist Canonical Ordering,10.1007/978-3-642-11805-0_16,170-181,Melanie Badent; Michael Baur; Ulrik Brandes; Sabine Cornelsen
GD09_182-193.pdf,GD09,Succinct Greedy Drawings Do Not Always Exist,10.1007/978-3-642-11805-0_17,182-193,Patrizio Angelini; Giuseppe Di Battista; Fabrizio Frati
GD09_194-205.pdf,GD09,Geometric Simultaneous Embeddings of a Graph and a Matching,10.1007/978-3-642-11805-0_18,194-205,Sergio Cabello; Marc van Kreveld; Giuseppe Liotta; Henk Meijer; Bettina Speckmann; Kevin Verbeek
GD09_206-211.pdf,GD09,Algebraic Methods for Counting Euclidean Embeddings of Rigid Graphs,10.1007/978-3-642-11805-0_19,206-211,Ioannis Z. Emiris; Elias P. Tsigaridas; Antonios E. Varvitsiotis
GD09_212-217.pdf,GD09,Removing Independently Even Crossings,10.1007/978-3-642-11805-0_20,212-217,Michael J. Pelsmajer; Marcus Schaefer; Daniel Štefankovič
GD09_218-229.pdf,GD09,Manhattan-Geodesic Embedding of Planar Graphs,10.1007/978-3-642-11805-0_21,218-229,Bastian Katz; Marcus Krug; Ignaz Rutter; Alexander Wolff
GD09_230-242.pdf,GD09,Orthogonal Connector Routing,10.1007/978-3-642-11805-0_22,230-242,Michael Wybrow; Kim Marriott; Peter J. Stuckey
GD09_243-254.pdf,GD09,On Rectilinear Drawing of Graphs,10.1007/978-3-642-11805-0_23,243-254,Peter Eades; Seok-Hee Hong; Sheung-Hung Poon
GD09_255-266.pdf,GD09,Semi-bipartite Graph Visualization for Gene Ontology Networks,10.1007/978-3-642-11805-0_24,255-266,Kai Xu; Rohan Williams; Seok-Hee Hong; Qing Liu; Ji Zhang
GD09_267-278.pdf,GD09,On Open Problems in Biological Network Visualization,10.1007/978-3-642-11805-0_25,267-278,Mario Albrecht; Andreas Kerren; Karsten Klein; Oliver Kohlbacher; Petra Mutzel; Wolfgang Paul; Falk Schreiber; Michael Wybrow
GD09_279-290.pdf,GD09,A Novel Grid-Based Visualization Approach for Metabolic Networks with Advanced Focus&Context View,10.1007/978-3-642-11805-0_26,279-290,Markus Rohrschneider; Christian Heine; André Reichenbach; Andreas Kerren; Gerik Scheuermann
GD09_291-302.pdf,GD09,Small Drawings of Series-Parallel Graphs and Other Subclasses of Planar Graphs,10.1007/978-3-642-11805-0_27,291-302,Therese Biedl
GD09_303-314.pdf,GD09,Drawing Trees in a Streaming Model,10.1007/978-3-642-11805-0_28,303-314,Carla Binucci; Ulrik Brandes; Giuseppe Di Battista; Walter Didimo; Marco Gaertler; Pietro Palladino; Maurizio Patrignani; Antonios Symvonis; Katharina Zweig
GD09_315-326.pdf,GD09,The Planar Slope Number of Planar Partial 3-Trees of Bounded Degree,10.1007/978-3-642-11805-0_29,315-326,Vít Jelínek; Eva Jelínková; Jan Kratochvíl; Bernard Lidický; Marek Tesař; Tomáš Vyskočil
GD09_327-333.pdf,GD09,Drawing Planar 3-Trees with Given Face-Areas,10.1007/978-3-642-11805-0_30,327-333,Therese Biedl; Lesvia Elena Ruiz Velázquez
GD09_334-344.pdf,GD09,3D Visibility Representations by Regular Polygons,10.1007/978-3-642-11805-0_31,334-344,Jan Štola
GD09_345-355.pdf,GD09,Complexity of Some Geometric and Topological Problems,10.1007/978-3-642-11805-0_32,345-355,Marcus Schaefer
GD09_356-367.pdf,GD09,On Planar Supports for Hypergraphs,10.1007/978-3-642-11805-0_33,356-367,Kevin Buchin; Marc van Kreveld; Henk Meijer; Bettina Speckmann; Kevin Verbeek
GD09_368-379.pdf,GD09,DAGmaps and -Visibility Representations of ε DAGs,10.1007/978-3-642-11805-0_34,368-379,Vassilis Tsiaras; Ioannis G. Tollis
GD09_380-391.pdf,GD09,Drawing Directed Graphs Clockwise,10.1007/978-3-642-11805-0_35,380-391,Christian Pich
GD09_392-403.pdf,GD09,An Improved Algorithm for the Metro-line Crossing Minimization Problem,10.1007/978-3-642-11805-0_36,392-403,Martin Nöllenburg
GD09_404-415.pdf,GD09,Layout with Circular and Other Non-linear Constraints Using Procrustes Projection,10.1007/978-3-642-11805-0_37,404-415,Tim Dwyer; George Robertson
GD10_13-24.pdf,GD10,On the Size of Graphs That Admit Polyline Drawings with Few Bends and Crossing Angles,10.1007/978-3-642-18469-7_1,13-24,Eyal Ackerman; Radoslav Fulek; Csaba D. Tóth
GD10_25-36.pdf,GD10,Monotone Drawings of Graphs,10.1007/978-3-642-18469-7_2,25-36,Patrizio Angelini; Enrico Colasante; Giuseppe Di Battista; Fabrizio Frati; Maurizio Patrignani
GD10_37-49.pdf,GD10,Upward Geometric Graph Embeddings into Point Sets,10.1007/978-3-642-18469-7_3,37-49,Patrizio Angelini; Fabrizio Frati; Markus Geyer; Michael Kaufmann; Tamara Mchedlidze; Antonios Symvonis
GD10_50-61.pdf,GD10,On a Tree and a Path with No Geometric Simultaneous Embedding,10.1007/978-3-642-18469-7_4,50-61,Patrizio Angelini; Markus Geyer; Michael Kaufmann; Daniel Neuwirth
GD10_62-73.pdf,GD10,Diﬀerence Map Readability for Dynamic Graphs,10.1007/978-3-642-18469-7_5,62-73,Daniel Archambault; Helen C. Purchase; Bruno Pinaud
GD10_74-79.pdf,GD10,Maximizing the Total Resolution of Graphs,10.1007/978-3-642-18469-7_6,74-79,Evmorfia N. Argyriou; Michael A. Bekos; Antonios Symvonis
GD10_80-91.pdf,GD10,Plane Drawings of Queue and Deque Graphs,10.1007/978-3-642-18469-7_7,80-91,Christopher Auer; Christian Bachmaier; Franz Josef Brandenburg; Wolfgang Brunner; Andreas Gleißner
GD10_92-103.pdf,GD10,An Experimental Evaluation of Multilevel Layout Methods,10.1007/978-3-642-18469-7_8,92-103,Gereon Bartel; Carsten Gutwenger; Karsten Klein; Petra Mutzel
GD10_104-116.pdf,GD10,Orthogonal Graph Drawing with Flexibility Constraints,10.1007/978-3-642-18469-7_9,104-116,Thomas Bläsius; Marcus Krug; Ignaz Rutter; Dorothea Wagner
GD10_117-128.pdf,GD10,k − k Drawing Ordered ( 1)–Ary Trees on –Grids,10.1007/978-3-642-18469-7_10,117-128,Wolfgang Brunner; Marco Matzeder
GD10_129-140.pdf,GD10,Optimizing Regular Edge Labelings,10.1007/978-3-642-18469-7_11,129-140,Kevin Buchin; Bettina Speckmann; Sander Verdonschot
GD10_141-152.pdf,GD10,Drawing Graphs in the Plane with a Prescribed Outer Face and Polynomial Area,10.1007/978-3-642-18469-7_12,141-152,Erin W. Chambers; David Eppstein; Michael T. Goodrich; Maarten Löffler
GD10_153-164.pdf,GD10,Crossing Minimization and Layouts of Directed Hypergraphs with Port Constraints,10.1007/978-3-642-18469-7_13,153-164,Markus Chimani; Carsten Gutwenger; Petra Mutzel; Miro Spönemann; Hoi-Ming Wong
GD10_165-176.pdf,GD10,Drawing Graphs on a Smartphone,10.1007/978-3-642-18469-7_14,165-176,Giordano Da Lozzo; Giuseppe Di Battista; Francesco Ingrassia
GD10_177-188.pdf,GD10,Topology-Driven Force-Directed Algorithms,10.1007/978-3-642-18469-7_15,177-188,Walter Didimo; Giuseppe Liotta; Salvatore A. Romeo
GD10_189-194.pdf,GD10,On Graphs Supported by Line Sets,10.1007/978-3-642-18469-7_16,189-194,Vida Dujmović; William Evans; Stephen Kobourov; Giuseppe Liotta; Christophe Weibel; Stephen Wismath
GD10_195-206.pdf,GD10,Drawing Trees with Perfect Angular Resolution and Polynomial Area,10.1007/978-3-642-18469-7_17,195-206,Christian A. Duncan; David Eppstein; Michael T. Goodrich; Stephen G. Kobourov; Martin Nöllenburg
GD10_207-219.pdf,GD10,Lombardi Drawings of Graphs,10.1007/978-3-642-18469-7_18,207-219,Christian A. Duncan; David Eppstein; Michael T. Goodrich; Stephen G. Kobourov; Martin Nöllenburg
GD10_220-231.pdf,GD10,Optimal 3D Angular Resolution for Low-Degree Graphs,10.1007/978-3-642-18469-7_19,220-231,David Eppstein; Maarten Löffler; Elena Mumford; Martin Nöllenburg
GD10_232-237.pdf,GD10,Improved Lower Bounds on the Area Requirements of Series-Parallel Graphs,10.1007/978-3-642-18469-7_20,232-237,Fabrizio Frati
GD10_238-249.pdf,GD10,A Computational Approach to Conway’s Thrackle Conjecture,10.1007/978-3-642-18469-7_21,238-249,Radoslav Fulek; János Pach
GD10_250-261.pdf,GD10,Optimal -Level Planarization and Crossing k Minimization,10.1007/978-3-642-18469-7_22,250-261,Graeme Gange; Peter J. Stuckey; Kim Marriott
GD10_262-273.pdf,GD10,On Touching Triangle Graphs,10.1007/978-3-642-18469-7_23,262-273,Emden R. Gansner; Yifan Hu; Stephen G. Kobourov
GD10_274-285.pdf,GD10,Triangle Contact Representations and Duality,10.1007/978-3-642-18469-7_24,274-285,Daniel Gonçalves; Benjamin Lévêque; Alexandre Pinlou
GD10_286-298.pdf,GD10,On Maximum Diﬀerential Graph Coloring,10.1007/978-3-642-18469-7_25,286-298,Yifan Hu; Stephen Kobourov; Sankar Veeramoni
GD10_299-304.pdf,GD10,Dot Product Representations of Planar Graphs,10.1007/978-3-642-18469-7_26,299-304,Ross J. Kang; Tobias Müller
GD10_305-316.pdf,GD10,Drawing Planar Graphs of Bounded Degree with Few Slopes,10.1007/978-3-642-18469-7_27,305-316,Balázs Keszegh; János Pach; Dömötör Pálvölgyi
GD10_317-328.pdf,GD10,Complexity of Finding Non-Planar Rectilinear Drawings of Graphs,10.1007/978-3-642-18469-7_28,317-328,Ján Maňuch; Murray Patterson; Sheung-Hung Poon; Chris Thachuk
GD10_329-340.pdf,GD10,Point-Set Embeddings of Plane 3-Trees,10.1007/978-3-642-18469-7_29,329-340,Rahnuma Islam Nishat; Debajyoti Mondal; Md. Saidur Rahman
GD10_341-352.pdf,GD10,Improving Layered Graph Layouts with Edge Bundling,10.1007/978-3-642-18469-7_30,341-352,Sergey Pupyrev; Lev Nachmanson; Michael Kaufmann
GD10_353-364.pdf,GD10,Conﬂuent Drawing Algorithms Using Rectangular Dualization,10.1007/978-3-642-18469-7_31,353-364,Gianluca Quercini; Massimo Ancona
GD10_365-376.pdf,GD10,How to Draw a Tait-Colorable Graph,10.1007/978-3-642-18469-7_32,365-376,David A. Richter
GD10_377-382.pdf,GD10,Universal Pointsets for 2-Coloured Trees,10.1007/978-3-642-18469-7_33,377-382,Mereke van Garderen; Giuseppe Liotta; Henk Meijer
GD10_383-388.pdf,GD10,The Quality Ratio of RAC Drawings and Planar Drawings of Planar Graphs,10.1007/978-3-642-18469-7_34,383-388,Marc van Kreveld
GD10_389-400.pdf,GD10,Convex Polygon Intersection Graphs,10.1007/978-3-642-18469-7_35,389-400,Erik Jan van Leeuwen; Jan van Leeuwen
GD11_14-25.pdf,GD11,Conﬂuent Hasse Diagrams,10.1007/978-3-642-25878-7_2,14-25,David Eppstein; Joseph A. Simons
GD11_26-37.pdf,GD11,Planar Open Rectangle-of-Inﬂuence Drawings with Non-aligned Frames,10.1007/978-3-642-25878-7_3,26-37,Soroush Alamdari; Therese Biedl
GD11_38-50.pdf,GD11,Proportional Contact Representations of Planar Graphs,10.1007/978-3-642-25878-7_4,38-50,Muhammad Jawaherul Alam; Therese Biedl; Stefan Felsner; Michael Kaufmann; Stephen G. Kobourov
GD11_51-63.pdf,GD11,R R Embedding Plane 3-Trees in and,10.1007/978-3-642-25878-7_5,51-63,Stephane Durocher; Debajyoti Mondal; Rahnuma Islam Nishat; Md. Saidur Rahman; Sue Whitesides
GD11_64-75.pdf,GD11,Orthogeodesic Point-Set Embedding of Trees,10.1007/978-3-642-25878-7_6,64-75,Emilio Di Giacomo; Fabrizio Frati; Radoslav Fulek; Luca Grilli; Marcus Krug
GD11_76-86.pdf,GD11,On Point-Sets That Support Planar Graphs,10.1007/978-3-642-25878-7_7,76-86,Vida Dujmovic; William Evans; Sylvain Lazard; William Lenhart; Giuseppe Liotta; David Rappaport; Stephen Wismath
GD11_87-97.pdf,GD11,Small Point Sets for Simply-Nested Planar Graphs,10.1007/978-3-642-25878-7_8,87-97,Patrizio Angelini; Giuseppe Di Battista; Michael Kaufmann; Tamara Mchedlidze; Vincenzo Roselli; Claudio Squarcella
GD11_99-110.pdf,GD11,Advances in the Planarization Method: Eﬀective Multiple Edge Insertions,10.1007/978-3-642-25878-7_10,99-110,Markus Chimani; Carsten Gutwenger
GD11_111-122.pdf,GD11,A Quantitative Comparison of Stress-Minimization Approaches for Oﬄine Dynamic Graph Drawing,10.1007/978-3-642-25878-7_11,111-122,Ulrik Brandes; Martin Mader
GD11_123-134.pdf,GD11,Accelerated Bend Minimization,10.1007/978-3-642-25878-7_12,123-134,Sabine Cornelsen; Andreas Karrenbauer
GD11_135-147.pdf,GD11,"TGI-EB: A New Framework for Edge Bundling Integrating Topology, Geometry and Importance",10.1007/978-3-642-25878-7_13,135-147,Quan Nguyen; Seok-Hee Hong; Peter Eades
GD11_148-159.pdf,GD11,Edge Routing with Ordered Bundles,10.1007/978-3-642-25878-7_14,148-159,Sergey Pupyrev; Lev Nachmanson; Sergey Bereg; Alexander E. Holroyd
GD11_160-165.pdf,GD11,1 Right Angle Crossing Graphs and -Planarity,10.1007/978-3-642-25878-7_15,160-165,Peter Eades; Giuseppe Liotta
GD11_166-177.pdf,GD11,Pinning Balloons with Perfect Angles and Optimal Area,10.1007/978-3-642-25878-7_16,166-177,Immanuel Halupczok; André Schulz
GD11_178-190.pdf,GD11,Approximate Proximity Drawings,10.1007/978-3-642-25878-7_17,178-190,William Evans; Emden R. Gansner; Michael Kaufmann; Giuseppe Liotta; Henk Meijer; Andreas Spillner
GD11_191-202.pdf,GD11,Generalizing Geometric Graphs,10.1007/978-3-642-25878-7_18,191-202,Edith Brunel; Andreas Gemsa; Marcus Krug; Ignaz Rutter; Dorothea Wagner
GD11_203-214.pdf,GD11,How to Visualize the K-Root Name Server (Demo),10.1007/978-3-642-25878-7_19,203-214,Giuseppe Di Battista; Claudio Squarcella; Wolfgang Nagele
GD11_215-226.pdf,GD11,Optimizing a Radial Layout of Bipartite Graphs for a Tool Visualizing Security Alerts,10.1007/978-3-642-25878-7_20,215-226,Maxime Dumas; Michael J. McGuffin; Jean-Marc Robert; Marie-Claire Willig
GD11_227-237.pdf,GD11,"Visual Community Detection: An Evaluation of 2D, 3D Perspective and 3D Stereoscopic Displays",10.1007/978-3-642-25878-7_21,227-237,Nicolas Greffard; Fabien Picarougne; Pascale Kuntz
GD11_238-249.pdf,GD11,Evaluating Partially Drawn Links for Directed Graph Edges,10.1007/978-3-642-25878-7_22,238-249,Michael Burch; Corinna Vehlow; Natalia Konevtsova; Daniel Weiskopf
GD11_254-265.pdf,GD11,Overloaded Orthogonal Drawings,10.1007/978-3-642-25878-7_24,254-265,Evgenios M. Kornaropoulos; Ioannis G. Tollis
GD11_266-277.pdf,GD11,Drawing Cubic Graphs with the Four Basic Slopes,10.1007/978-3-642-25878-7_25,266-277,Padmini Mukkamala; Dömötör Pálvölgyi
GD11_278-289.pdf,GD11,k -Quasi-Planar Graphs,10.1007/978-3-642-25878-7_26,278-289,Andrew Suk
GD11_290-301.pdf,GD11,Monotone Crossing Number,10.1007/978-3-642-25878-7_27,290-301,János Pach; Géza Tóth
GD11_302-307.pdf,GD11,Upper Bound Constructions for Untangling Planar Geometric Graphs,10.1007/978-3-642-25878-7_28,302-307,Javier Cano; Csaba D. Tóth; Jorge Urrutia
GD11_308-319.pdf,GD11,Triangulations with Circular Arcs,10.1007/978-3-642-25878-7_29,308-319,Oswin Aichholzer; Wolfgang Aigner; Franz Aurenhammer; Kateřina Čech Dobiášová; Bert Jüttler; Günter Rote
GD11_320-331.pdf,GD11,Planar and Poly-arc Lombardi Drawings,10.1007/978-3-642-25878-7_30,320-331,Christian A. Duncan; David Eppstein; Michael T. Goodrich; Stephen G. Kobourov; Maarten Löffler
GD11_332-343.pdf,GD11,Force-Directed Lombardi-Style Graph Drawing,10.1007/978-3-642-25878-7_31,332-343,Roman Chernobelskiy; Kathryn I. Cunningham; Michael T. Goodrich; Stephen G. Kobourov; Lowell Trott
GD11_344-354.pdf,GD11,Every Graph Admits an Unambiguous Bold Drawing,10.1007/978-3-642-25878-7_32,344-354,János Pach
GD11_355-366.pdf,GD11,Adjacent Crossings Do Matter,10.1007/978-3-642-25878-7_33,355-366,Radoslav Fulek; Michael J. Pelsmajer; Marcus Schaefer; Daniel Štefankovič
GD11_367-378.pdf,GD11,Low Distortion Delaunay Embedding of Trees in Hyperbolic Plane,10.1007/978-3-642-25878-7_34,367-378,Rik Sarkar
GD11_379-390.pdf,GD11,Hardness of Approximate Compaction for Nonplanar Orthogonal Graph Drawings,10.1007/978-3-642-25878-7_35,379-390,Michael J. Bannister; David Eppstein
GD11_391-402.pdf,GD11,Monotone Drawings of Graphs with Fixed Embedding,10.1007/978-3-642-25878-7_36,391-402,Patrizio Angelini; Walter Didimo; Stephen Kobourov; Tamara Mchedlidze; Vincenzo Roselli; Antonios Symvonis; Stephen Wismath
GD11_403-414.pdf,GD11,On the Page Number of Upward Planar Directed Acyclic Graphs,10.1007/978-3-642-25878-7_37,403-414,Fabrizio Frati; Radoslav Fulek; Andres J. Ruiz-Vargas
GD11_415-426.pdf,GD11,Upward Point Set Embeddability P for Convex Point Sets Is in,10.1007/978-3-642-25878-7_38,415-426,Michael Kaufmann; Tamara Mchedlidze; Antonios Symvonis
GD11_427-438.pdf,GD11,Classiﬁcation of Planar Upward Embedding,10.1007/978-3-642-25878-7_39,427-438,Christopher Auer; Christian Bachmaier; Franz Josef Brandenburg; Andreas Gleißner
GD11_439-444.pdf,GD11,Upward Planarity Testing of Embedded Mixed Graphs,10.1007/978-3-642-25878-7_40,439-444,Carla Binucci; Walter Didimo
GD12_34-45.pdf,GD12,Counting Plane Graphs: Cross-Graph Charging Schemes,10.1007/978-3-642-36763-2_3,34-45,Micha Sharir; Adam Sheffer
GD12_46-57.pdf,GD12,Disconnectivity and Relative Positions in Simultaneous Embeddings,10.1007/978-3-642-36763-2_4,46-57,Thomas Bläsius; Ignaz Rutter
GD12_58-69.pdf,GD12,Graph Drawing in the Cloud: Privately Visualizing Relational Data Using Small Working Storage,10.1007/978-3-642-36763-2_5,58-69,Michael T. Goodrich; Olga Ohrimenko; Roberto Tamassia
GD12_70-81.pdf,GD12,Graph Drawing by Classical Multidimensional Scaling: New Perspectives,10.1007/978-3-642-36763-2_6,70-81,Mirza Klimenta; Ulrik Brandes
GD12_82-93.pdf,GD12,Progress on Partial Edge Drawings,10.1007/978-3-642-36763-2_7,82-93,Till Bruckdorfer; Sabine Cornelsen; Carsten Gutwenger; Michael Kaufmann; Fabrizio Montecchiani; Martin Nöllenburg; Alexander Wolff
GD12_94-104.pdf,GD12,2 Implementing a Partitioned -Page Book Embedding Testing Algorithm,10.1007/978-3-642-36763-2_8,94-104,Patrizio Angelini; Marco Di Bartolomeo; Giuseppe Di Battista
GD12_105-116.pdf,GD12,Shrinking the Search Space for Clustered Planarity,10.1007/978-3-642-36763-2_9,105-116,Markus Chimani; Karsten Klein
GD12_117-128.pdf,GD12,Open Rectangle-of-Inﬂuence Drawings of Non-triangulated Planar Graphs,10.1007/978-3-642-36763-2_10,117-128,Soroush Alamdari; Therese Biedl
GD12_129-140.pdf,GD12,The Approximate Rectangle of Inﬂuence Drawability Problem,10.1007/978-3-642-36763-2_11,129-140,Emilio Di Giacomo; Giuseppe Liotta; Henk Meijer
GD12_141-152.pdf,GD12,Planar Lombardi Drawings for Subcubic Graphs,10.1007/978-3-642-36763-2_12,141-152,David Eppstein
GD12_153-164.pdf,GD12,Circle-Representations of Simple 4-Regular Planar Graphs,10.1007/978-3-642-36763-2_13,153-164,Michael A. Bekos; Chrysanthi N. Raftopoulou
GD12_165-176.pdf,GD12,Smooth Orthogonal Layouts,10.1007/978-3-642-36763-2_14,165-176,Michael A. Bekos; Michael Kaufmann; Stephen G. Kobourov; Antonios Symvonis
GD12_177-188.pdf,GD12,Toward a Theory of Planarity: Hanani-Tutte and Planarity Variants,10.1007/978-3-642-36763-2_15,177-188,Marcus Schaefer
GD12_189-201.pdf,GD12,Planar Graphs as VPG-Graphs,10.1007/978-3-642-36763-2_16,189-201,Steven Chaplick; Torsten Ueckerdt
GD12_202-213.pdf,GD12,On Representing Graphs by Touching Cuboids,10.1007/978-3-642-36763-2_17,202-213,David Bremner; William Evans; Fabrizio Frati; Laurie Heyer; Stephen G. Kobourov; William J. Lenhart; Giuseppe Liotta; David Rappaport; Sue H. Whitesides
GD12_214-225.pdf,GD12,Touching Triangle Representations for 3-Connected Planar Graphs,10.1007/978-3-642-36763-2_18,214-225,Stephen G. Kobourov; Debajyoti Mondal; Rahnuma Islam Nishat
GD12_226-238.pdf,GD12,Proportional Contact Representations of 4-Connected Planar Graphs,10.1007/978-3-642-36763-2_19,226-238,Md. Jawaherul Alam; Stephen G. Kobourov
GD12_239-250.pdf,GD12,Edge-Weighted Contact Representations of Planar Graphs,10.1007/978-3-642-36763-2_20,239-250,Martin Nöllenburg; Roman Prutkin; Ignaz Rutter
GD12_251-262.pdf,GD12,Column-Based Graph Layouts,10.1007/978-3-642-36763-2_21,251-262,Gregor Betz; Christoph Doll; Andreas Gemsa; Ignaz Rutter; Dorothea Wagner
GD12_263-274.pdf,GD12,Upward Planarity Testing via SAT,10.1007/978-3-642-36763-2_22,263-274,Markus Chimani; Robert Zeranski
